Feature,Score
and,0.07101017059149894
the,0.0697777561108035
bad,0.06686351751894049
of,0.046053428611665836
worst,0.04399577207534344
is,0.03942769127463963
his,0.03767911111261657
boring,0.03392457427921325
as,0.03360261895085459
stupid,0.03284234587020651
life,0.03239243478243692
in,0.030274042861385575
waste,0.02577244374625154
also,0.025231969367797813
he,0.02459463734379086
great,0.024261557964582514
movie,0.024118670869209047
most,0.023993304561520712
awful,0.023572230012041784
perfect,0.023406282448321325
ridiculous,0.023262329966901918
supposed,0.023117836866296204
from,0.02251882166686281
wasted,0.022386848342990096
best,0.022344956582772024
mess,0.02204724460096863
outstanding,0.021344485436312288
plot,0.021208151231290273
dull,0.01904757551573033
why,0.018623979389204903
world,0.018616621269283762
perfectly,0.018114018979774382
wonderful,0.01806275619066855
excellent,0.018045771199822203
effective,0.017851935747269843
who,0.017811964672205027
both,0.017809752290661174
terrible,0.017661738901995516
that,0.017570836026320258
wonderfully,0.01753949902340901
many,0.017484527311065312
lame,0.017323992721330228
least,0.017269952622671725
for,0.017252999810084768
allows,0.017029054016271306
memorable,0.016746625674632476
own,0.01645160594109285
true,0.016244421143398413
brilliant,0.016027385628820445
maybe,0.015927447610849854
very,0.015926231634834198
subtle,0.015901985547937758
it,0.01582860533650554
terrific,0.015492018865549295
performance,0.015194732615183892
this,0.01515857874264448
realistic,0.015140247015720476
script,0.015015793274777534
family,0.014838638437434493
pointless,0.014730869766934496
oscar,0.014574112543743634
performances,0.014255803327756333
more,0.014239222844924848
poorly,0.014153620472675321
finest,0.014136366236021547
different,0.01407695054768432
nothing,0.01392394178999079
unfortunately,0.01382133340617775
unfunny,0.013818698103356564
although,0.013810939338047334
star,0.013724871352174373
job,0.013499780652436733
ludicrous,0.013437559696397261
its,0.013347587745495049
era,0.01332969199923062
strong,0.013038459102336475
quite,0.013011715825240189
only,0.012969691717896636
young,0.012865925164950887
others,0.012842765123664779
well,0.012796285738864377
gives,0.012728324274075664
overall,0.012703179188062741
have,0.012693934353150693
you,0.01254592721247183
no,0.012500597557431714
always,0.012219553544046802
superb,0.012215702999719302
war,0.012078517723070226
bland,0.012042290377097142
hilarious,0.012009814725232215
sometimes,0.01198035553541199
portrayal,0.011975384985732584
breathtaking,0.011928368549032009
fails,0.011767498918289876
yet,0.011755144210898627
would,0.011686991492492305
but,0.011604500725431288
american,0.011604110873008389
they,0.011545888153800976
poor,0.011499415661406998
often,0.011479823358974683
deserves,0.011452067308950875
cameron,0.01143026236546496
especially,0.011428114700149927
seen,0.011400768565327124
her,0.011370347000647096
am,0.011298273442906348
political,0.011215512352606316
solid,0.01121207576864014
story,0.011116665807421766
captures,0.01104500136641584
beautifully,0.011035686319154192
worse,0.011033316072434518
films,0.01095332028208329
looks,0.010923661983760602
first,0.010890084742744666
has,0.010852486649712612
people,0.010773426519717466
small,0.010726169372308192
none,0.010665227682279732
dark,0.010625773216502377
damon,0.010602180896479352
tale,0.010588062581196156
we,0.01057627801259553
him,0.010571952910981008
anger,0.010567938698912482
not,0.010488268090509734
portrayed,0.010437045145652801
reason,0.01041031780318391
turkey,0.010382135693997263
guess,0.010315174648476755
was,0.01029925070659754
painfully,0.010110871033992996
if,0.010028167374996566
action,0.010007116997478582
takes,0.00998315411532602
visual,0.009851070531709194
idiotic,0.00983849659806435
america,0.009793940912858234
moving,0.009725165028118932
works,0.009610331613936873
she,0.00959068523863027
minute,0.009452881981966699
powerful,0.009433041111841955
may,0.009426123226691119
their,0.009424529708069174
town,0.00937974005744946
flaws,0.0093608096289719
get,0.0093238240882072
masterpiece,0.009320308882879935
better,0.009300669655583405
fiction,0.009292200063376388
period,0.009287436778071756
animated,0.009280772297220352
history,0.009279588309276332
culture,0.00927416292595895
fantastic,0.009194506688948945
an,0.00916039924765133
view,0.009107313084694368
sucks,0.009090101304779385
inept,0.009061601357413962
badly,0.009047624820519573
finds,0.009040352241226901
john,0.008988018963473232
right,0.00897282955278289
like,0.008952030352485929
slip,0.008946396188630579
fascination,0.008946396188630579
mother,0.008896283037754582
heres,0.008850404542004697
beautiful,0.008822025896641605
nomination,0.00881760196946002
personal,0.008792690121493307
simple,0.008747917079345302
flawless,0.00870454364707618
refreshing,0.008688174195837672
being,0.008672899497447872
did,0.008626535887333753
normal,0.008607467895657694
one,0.008577394008767447
minutes,0.008552920054341273
jackie,0.00852632523791963
natural,0.008510967667810565
jokes,0.008508119685725735
attempt,0.008490672208775196
extremely,0.008475418063427886
complex,0.008448936365670456
laughable,0.008448229549745112
love,0.008448015322540026
fascinating,0.008445082861795794
epic,0.008421424829964108
stupidity,0.00841749201445785
insulting,0.00840263540309838
ordinary,0.00839022386515087
pulp,0.008388449419682531
when,0.008376127126438648
filmmakers,0.008371003715685332
guy,0.008370442940282441
social,0.008354410632245735
mood,0.008349596570498274
garbage,0.008334763428424319
while,0.008327044029601938
friendship,0.008326936308839517
murphy,0.008310091417398913
court,0.008305327335974999
classic,0.008220762118913427
intelligent,0.008219763188504814
despite,0.008212650706921676
year,0.008199713672845887
into,0.008177305798637624
project,0.00817022457522587
satisfying,0.008137377097087728
lifeless,0.00812046926665233
just,0.008118330376489569
bore,0.00810553143909476
at,0.008102158364352352
anyway,0.008099921166318413
sets,0.008096033592728924
lucas,0.008093464780745352
teacher,0.008068004088166214
shows,0.008043790716968147
black,0.008033215555327211
magnificent,0.008017040560201139
contrast,0.008003289042898376
however,0.007969811143257566
color,0.00792362082743403
throughout,0.007916408793769425
ending,0.007871960883859774
than,0.007851288690245317
problem,0.007830991875935056
will,0.007814335078266343
had,0.007812910263997663
religion,0.0078086511296936445
write,0.007794235564877239
do,0.007779441333700565
friends,0.007721798222734111
unique,0.007714243807450116
definitely,0.007706156817004706
apparently,0.007694480784556479
any,0.007680901083379821
aliens,0.007674208238250713
girls,0.007655938647942229
trailer,0.007648579120347332
nonsense,0.007647114155353796
change,0.007629995650365373
years,0.0076072457773033175
dumb,0.007577735752120174
bunch,0.0075691154527288695
eddie,0.007560284292359554
marvelous,0.007558058696333414
subplot,0.007525067077729375
highly,0.007522585051903952
truman,0.007516637798968495
embarrassing,0.007497316457960035
day,0.007496455086934084
country,0.0074810961481567295
movies,0.0074806674118051975
colors,0.0074762186398786845
still,0.00745049097814654
commanding,0.007432208746422364
nevertheless,0.0073846118725044985
bug,0.007376263326241861
sandler,0.0073727725125112276
batman,0.007371192805423199
new,0.007370270096539788
wars,0.007352011295582606
joe,0.00733362211666666
through,0.007333493012565362
spielbergs,0.007313914000567467
german,0.007313594847429772
sidney,0.007292520798218516
reeves,0.0072844519573591615
whatsoever,0.007273967584810359
clich,0.007271107074336425
side,0.007270750745652088
off,0.007268333025997942
share,0.007264308424444366
lovingly,0.007260122118463053
big,0.007250054134257833
even,0.007243308473706689
intense,0.0072221897539174185
images,0.007214764492594172
details,0.0071993692313440105
save,0.007189915124249491
tad,0.007182572574631618
other,0.007172617899760425
bit,0.00716513880429126
disney,0.007138345278116631
sat,0.00712980013861142
offbeat,0.007082240047959654
prinze,0.007070335262534422
wife,0.007056595745564498
sloppy,0.0070537807837212085
frank,0.007052712170314446
break,0.007049061928965372
can,0.007048053195296444
father,0.007037892788421818
community,0.007035298959951808
uninteresting,0.00701829078140781
random,0.007007979166340883
begins,0.0070073925323770325
regard,0.006962137552395942
avoids,0.006962137552395942
because,0.006961512416205351
robin,0.006956970702254428
freddie,0.006952439667383459
see,0.0069473331684754
decades,0.006938274012299295
bother,0.006938274012299295
