Feature,Score
and,0.07363981661620411
the,0.06870228733214101
bad,0.06455580178109366
worst,0.04501814744040922
of,0.042416192202205716
his,0.036145981989824216
as,0.03559174709679014
boring,0.034249067558555835
is,0.03245265716909951
stupid,0.0322845593489447
life,0.03183996432623315
waste,0.027137110524306784
awful,0.02693632207223462
perfect,0.026304284295355918
great,0.025018054051366256
in,0.02463942775567829
supposed,0.02461713228489304
most,0.0235346177402338
ridiculous,0.023257425935113707
both,0.023196058169497658
from,0.023059868945270456
also,0.02305459439816271
wasted,0.023050138764728834
mess,0.022299717163255295
movie,0.022101683027959118
best,0.021907875165189994
perfectly,0.021719068671112396
he,0.021505286091598075
outstanding,0.02141609719740767
world,0.020436512338537938
plot,0.0204196951703014
very,0.020051265839347132
lame,0.019756677874212092
dull,0.018818648900966406
why,0.01838004256343828
terrible,0.017805735973018266
wonderfully,0.01771678724699932
own,0.0171179344387713
excellent,0.01698729628830531
script,0.016634942884582893
poorly,0.016458204048656055
effective,0.01639200921314332
memorable,0.016330680938256625
family,0.016103757689562515
it,0.0160814733477459
wonderful,0.015886935773785527
brilliant,0.015877049948538002
subtle,0.01582027051333612
for,0.015761925449371383
allows,0.015476046195467497
american,0.015474503200317735
many,0.01540670626319307
true,0.01527942584383879
realistic,0.015140247015720476
different,0.015093934773162343
least,0.014899828830938211
terrific,0.014620288684678129
that,0.01462022943951713
hilarious,0.014506441515022117
bland,0.014475246725151658
young,0.014248443198342842
quite,0.01416868201378263
maybe,0.014121047919146146
its,0.013840404088495406
star,0.013819936796338195
unfortunately,0.013792006368107401
pointless,0.01375809323968702
performances,0.013737094840032382
you,0.013637769666147825
era,0.013519797407629097
nothing,0.013144956172209565
who,0.013116547995361105
although,0.01306736689301935
this,0.013015020057578042
sometimes,0.012813050464193898
war,0.012796510462523392
performance,0.012707859799847121
oscar,0.01268420520938085
reason,0.012523683568686161
no,0.01250856597162675
worse,0.012453720515578137
unfunny,0.012435153181760028
ludicrous,0.012428928750469304
finest,0.01239023120973659
story,0.012270442812556404
portrayal,0.012265949272491583
but,0.012226067122911743
she,0.01220214380306095
superb,0.01205749311749249
people,0.012006292339385993
seen,0.011927293800021332
more,0.01192199894602397
often,0.011852458863707005
job,0.011758996493760665
poor,0.011733449758416503
looks,0.011558466936800404
we,0.011537954027400654
am,0.01153746192556826
laughable,0.01150949084348607
fails,0.011430860506641882
political,0.011401755430928029
strong,0.011366980329686638
others,0.011252354393492814
especially,0.011163310108143865
overall,0.011150048585956251
better,0.011036687123942901
beautiful,0.010850452371867103
only,0.01084686900183196
get,0.010836346492572924
gives,0.010763371683211509
fantastic,0.01075445523673857
dumb,0.010707074816700524
would,0.01068344960423484
insulting,0.010676562705095982
tale,0.010637455861173928
have,0.010608615393562282
damon,0.010602180896479352
magnificent,0.010599085032251265
visual,0.010585062200671125
their,0.010482623727685159
works,0.0104168911847482
yet,0.010384106182405928
one,0.010383456629783905
was,0.010340443400324806
satisfying,0.010264058533837828
so,0.01023813406997054
him,0.010090428559964115
well,0.01003682353316726
dark,0.010004446431825298
animated,0.009955444629343502
beautifully,0.009946604690617922
while,0.009941815321080516
always,0.009893522647883679
will,0.009874122109538974
bore,0.009855857169946636
powerful,0.009800668504653998
mood,0.009791721821870825
portrayed,0.009733348470944536
idea,0.009732271057426134
painfully,0.009692502611911125
personal,0.00965759766896801
cameron,0.00962410423161808
heres,0.009584307532798153
inept,0.009549441858650143
