Feature,Score
and,0.04990983949603966
bad,0.046476224702648956
the,0.04624400367360484
of,0.030762636605113407
worst,0.02818519282552013
as,0.02457436831591217
is,0.023173162244188576
boring,0.02251431058705544
life,0.02248509752272615
stupid,0.022375876282319813
his,0.021764413530935632
in,0.02013019590899738
most,0.017495192744155376
ridiculous,0.016997381726767506
waste,0.016843999566656814
from,0.016822509073726597
wasted,0.016569107165419754
outstanding,0.016261621509678643
awful,0.016028181092607997
perfect,0.015716503244487902
plot,0.015678386946895422
also,0.01533307235639851
great,0.015088571723042524
best,0.015059025019065118
supposed,0.015005027945087748
movie,0.014649847449228313
both,0.014221619288727911
world,0.014008818477673126
wonderful,0.01399144361319564
lame,0.01396897995109872
he,0.013750308023297247
perfectly,0.013569308521588636
wonderfully,0.01347523658967039
why,0.012854775313050567
true,0.012684641658993728
mess,0.012263014346282571
this,0.012189432000985264
different,0.012105066157562067
own,0.011999243764561044
many,0.011985636627091357
story,0.011981074016677527
for,0.011832330044997265
war,0.011729274423574078
allows,0.011631342394222276
memorable,0.011530743836208031
terrible,0.011260930461870954
family,0.011152165693699857
nothing,0.011028369685997954
script,0.011013364836285443
dull,0.010983590855447842
very,0.010738878233071372
it,0.010709946717255447
have,0.010615405385169628
bland,0.010575656517504327
unfunny,0.010537429391366392
brilliant,0.010514880033162569
poorly,0.01040459143144895
excellent,0.010364906901298404
subtle,0.010296478177229049
realistic,0.010277593187332186
that,0.01022784035662195
you,0.010140972443127984
american,0.010024973747407719
especially,0.010013244425214677
ludicrous,0.009733019037928753
least,0.009690472479189756
its,0.009575922613914219
superb,0.009489083516134294
who,0.009467382725967418
performances,0.00937650785426773
hilarious,0.009205011737594733
star,0.009199461716826285
strong,0.009184778799443408
effective,0.009142550257436492
more,0.00913404328697911
no,0.009124828175022349
none,0.009080963411406717
finest,0.008983693330402092
worse,0.008866195888250394
terrific,0.008838391621930567
but,0.008821280576079171
looks,0.008794782066107194
quite,0.008768165706369973
seen,0.00876022681304942
gives,0.008742719246529505
unfortunately,0.008681136964074465
performance,0.00867841177325248
her,0.008658004979392502
era,0.008607779044875016
overall,0.008361773596953437
although,0.008339076241825345
maybe,0.00827972351634196
oscar,0.008270238343480694
always,0.0082574459325539
if,0.008240639759311446
well,0.008185813019216767
visual,0.00817519678913623
complex,0.008149228299733894
fails,0.008135716862676275
sometimes,0.008111423960974584
their,0.008107898237577236
pointless,0.008103525154011838
fantastic,0.008076012459303327
anger,0.008025230252136284
culture,0.007960175356824228
throughout,0.007860526813938907
powerful,0.007854880613127033
am,0.007795495736139288
one,0.007698000316553995
into,0.007685775254052091
portrayal,0.0076749767617071835
tale,0.007659171425197283
yet,0.0076304727040150625
cameron,0.007600967626060204
job,0.0075811354687158675
often,0.0074686597937912306
we,0.007466096606767187
people,0.007437375585094082
jokes,0.007398915120910579
satisfying,0.007396046913175157
was,0.00739306419427982
others,0.007361515214121501
reason,0.007317864642730187
laughable,0.007281285646141916
they,0.007208970022904368
young,0.007201699203604417
do,0.007193279456476788
badly,0.007173290162280488
works,0.007070457958848541
solid,0.007031289767921004
political,0.007025597015720969
not,0.007011336532662919
dark,0.00700628058489324
mother,0.007000587657678126
would,0.006981322386907307
only,0.006955439588138983
flaws,0.006937560805145184
inept,0.00692211288475683
beautiful,0.006912976915231043
highly,0.006912512127475954
insulting,0.006911804912498842
idiotic,0.006869953221348271
she,0.006866131216337031
simple,0.006744371155597605
stupidity,0.006739015643007945
normal,0.006720330100007694
while,0.006711790784986682
got,0.006696164421580816
has,0.006687549534843839
like,0.006666974197451764
view,0.006659229420395971
so,0.006654597193569279
films,0.006624343600663548
poignant,0.006617629307148449
sucks,0.006562909187516666
apparently,0.00655961423440031
breathtaking,0.006536663639591605
love,0.00653136464928669
magnificent,0.00650097715115729
minute,0.006472159518939302
had,0.00646824980095019
batman,0.006463082431162913
extremely,0.0064584912960687045
bore,0.006438698835605062
animated,0.006435368775286292
damon,0.006403916395379497
poor,0.006382694710255618
unique,0.006368809434758815
portrayed,0.006354276374042027
get,0.0063332338449071076
beautifully,0.0063254761502577975
flat,0.006285252229207865
masterpiece,0.006259888607125447
action,0.006244429223837665
intelligent,0.006230581439393082
turkey,0.006226744007793357
subplot,0.0061934365041379225
fiction,0.0061850697542270485
marvelous,0.006170819640511594
mood,0.006169158179353387
bugs,0.006136511015296155
death,0.006120517813693148
murphy,0.006057102422277149
embarrassing,0.006048852410282652
reality,0.00604761984859716
any,0.006047019110076844
dumb,0.006045404574184742
personal,0.006044907220577254
other,0.006038229126358222
classic,0.005986102096023332
religion,0.005947764001379899
shows,0.0059418939768564
friends,0.005892500449948934
painfully,0.005891737685688212
delightful,0.005887583234826129
gags,0.005877063185393424
deserves,0.005866305157848504
period,0.0058414412474234925
court,0.00583993859840945
epic,0.005816162226971986
cinema,0.00579556081716694
jackie,0.0057755982792378376
ordinary,0.005763527919466941
an,0.005758950191923337
friendship,0.005732822090997276
year,0.0057203621043581745
history,0.005699443065677474
random,0.0056539494279419355
nomination,0.0056537682795560415
him,0.0056480769282825204
captures,0.005641016333708351
natural,0.005619504995769324
did,0.005611109966793127
sat,0.005603376709756688
much,0.005597273960032992
heres,0.005595030509826335
there,0.005593498728155432
liam,0.005589908994468279
through,0.005565182516597347
town,0.005548349849260535
filmmakers,0.005547450330867865
clich,0.005539789561233655
country,0.0055357958966853575
attempt,0.0055344135126267745
takes,0.00553287311561405
fascinating,0.005532727551392081
teacher,0.005518239906506057
bunch,0.005501334659673732
guess,0.00549789034133202
lives,0.005495573757215429
may,0.0054895977547044115
truman,0.005486458024408319
involves,0.005455964171482464
will,0.005453158733431668
detail,0.005443700817675555
dream,0.0054384111990025425
freedom,0.005436382178073872
each,0.0054357769929594645
refreshing,0.005424799986388777
elliot,0.005421629061330133
lovingly,0.005421629061330126
still,0.005413987667222142
greatest,0.005412229666528812
off,0.005393644838414188
become,0.005390302960754415
whatsoever,0.005386731761190261
flawless,0.005384695746966071
german,0.005383438929296363
predictable,0.005378072867689666
sets,0.00535651124236073
scream,0.005351642866099744
america,0.005344997481684868
julie,0.005343210406279216
first,0.005328655054748896
better,0.005319520442798513
touching,0.005309597034641117
science,0.005303541807380671
lifeless,0.005295991820731042
minutes,0.0052727478978799765
pain,0.005261757157506477
church,0.005250366381511308
black,0.005243074112173709
anna,0.005230133135395764
day,0.00522732381658696
show,0.005218375173146145
message,0.005218146882873436
mature,0.005155470433247359
mad,0.005141209826602072
maintains,0.0051382563137079545
schumacher,0.005130969824079344
creates,0.0051221373884882074
play,0.005105370168302589
series,0.0050890481282745825
than,0.005083366377281886
giving,0.005074156832918364
