Feature,Score
and,0.05019827647525965
the,0.047933441108269
bad,0.04531326610065352
worst,0.030198063966869252
of,0.02817491441132565
is,0.026031327331748615
his,0.025314569615850553
stupid,0.02395576951578937
life,0.023198072130277705
as,0.021969072022463437
boring,0.021248236337598272
in,0.0206456167782592
most,0.019155545817136202
great,0.018330890409468007
wasted,0.017609432275073104
also,0.016991080896393146
mess,0.01664219834656735
he,0.016328668421120802
outstanding,0.01595952159958932
ridiculous,0.015817937858011343
supposed,0.015153234355827796
awful,0.01515232859575772
waste,0.015133800354974337
both,0.014631081626405685
from,0.014531081352088096
world,0.014432367430784611
many,0.014038741915659814
best,0.013973460934400692
movie,0.013695057150526012
perfect,0.013657186846620786
plot,0.01335043530262838
wonderfully,0.013293660731945253
own,0.01303129955103095
very,0.012899799378432848
wonderful,0.01260666781197885
subtle,0.012576892512487873
lame,0.01257320793949452
perfectly,0.012448605798923998
memorable,0.012171690949157364
why,0.012053242106653287
for,0.011945114506189182
hilarious,0.011827467648610826
excellent,0.011809226792215011
brilliant,0.011617888965445489
true,0.011494011273852673
it,0.011258851797312962
dull,0.011055893072712302
worse,0.010907797381140966
poorly,0.010744858590009315
family,0.010571867469108024
terrible,0.010538628782715925
different,0.010468423637504077
allows,0.010417674491048894
although,0.01032843977959311
that,0.010326203963205698
bland,0.01031786217981263
performances,0.010237501636298286
performance,0.010187057152067984
who,0.010137459137888074
ludicrous,0.010097125565178361
have,0.010082248287138204
realistic,0.01007989850051906
script,0.010016305887804998
unfunny,0.009873076635707377
maybe,0.009756928792078389
superb,0.009648564536750365
story,0.009635431241115327
terrific,0.009509779710911614
quite,0.009475693583525796
tale,0.0093909873632535
unfortunately,0.009353500826079685
war,0.009326831628832185
least,0.009258173538938628
nothing,0.009255157169011373
effective,0.009227725312039352
you,0.009079030613320382
pointless,0.009073293719330605
would,0.008989315304979872
finest,0.008828998272060701
this,0.00882683078767069
american,0.008786875220515855
seen,0.00875385184537126
throughout,0.0087355123166335
strong,0.008700124069256162
none,0.008565325944849185
overall,0.008520491749359128
star,0.00851734057536127
always,0.00844694475205416
portrayal,0.008424953701374114
oscar,0.00842073058640716
but,0.008392187488949888
its,0.008370835655089325
others,0.00832601050459528
fantastic,0.00832016685480681
no,0.008276337707303945
idiotic,0.008180213843850748
was,0.008137892437819212
if,0.00810453931515546
young,0.008045528085665228
job,0.008024515152439616
religion,0.008024172272754843
inept,0.007962572924285097
powerful,0.007890768181158525
stupidity,0.007798052662814426
well,0.00774066736355869
one,0.007655610999577496
sometimes,0.007591881197346512
period,0.007562131066241545
should,0.007463366599972977
dark,0.0074492288399372955
